Fecha,Estacion,Caudal
1997-05-09,PasodeIndios,165.77
1997-05-10,Andacollo,56.92
1997-05-10,BajadaDelAgrio,58.31
1997-05-10,PasodeIndios,156.75
1997-05-11,Andacollo,54.71
1997-05-11,BajadaDelAgrio,55.09
1997-05-11,PasodeIndios,148.04
1997-05-12,Andacollo,52.25
1997-05-12,BajadaDelAgrio,48.39
1997-05-12,PasodeIndios,138.32
1997-05-13,Andacollo,51.71
1997-05-13,BajadaDelAgrio,47.41
1997-05-13,PasodeIndios,130.56
1997-05-14,Andacollo,50.19
1997-05-14,BajadaDelAgrio,43.34
1997-05-14,PasodeIndios,124.49
1997-05-15,Andacollo,48.96
1997-05-15,BajadaDelAgrio,41.81
1997-05-15,PasodeIndios,119.85
1997-05-16,Andacollo,52.6
1997-05-16,BajadaDelAgrio,39.99
1997-05-16,PasodeIndios,116.81
1997-05-17,Andacollo,68.88
1997-05-17,BajadaDelAgrio,43.36
1997-05-17,PasodeIndios,113.53
1997-05-18,Andacollo,81.2
1997-05-18,BajadaDelAgrio,54.92
1997-05-18,PasodeIndios,115.66
1997-05-19,Andacollo,77.44
1997-05-19,BajadaDelAgrio,51.01
1997-05-19,PasodeIndios,172.65
1997-05-20,Andacollo,82.97
1997-05-20,BajadaDelAgrio,54.75
1997-05-20,PasodeIndios,152.07
1997-05-21,Andacollo,80.69
1997-05-21,BajadaDelAgrio,54.96
1997-05-21,PasodeIndios,158.32
1997-05-22,Andacollo,80.05
1997-05-22,BajadaDelAgrio,50.48
1997-05-22,PasodeIndios,174.44
1997-05-23,Andacollo,77.41
1997-05-23,BajadaDelAgrio,47.77
1997-05-23,PasodeIndios,156.93
1997-05-24,Andacollo,72.81
1997-05-24,BajadaDelAgrio,45.5
1997-05-24,PasodeIndios,147.15
1997-05-25,Andacollo,71.17
1997-05-25,BajadaDelAgrio,45.28
1997-05-25,PasodeIndios,143.25
1997-05-26,Andacollo,73.16
1997-05-26,BajadaDelAgrio,45.54
1997-05-26,PasodeIndios,138.47
1997-05-27,Andacollo,83.3
1997-05-27,BajadaDelAgrio,50.22
1997-05-27,PasodeIndios,136.91
1997-05-28,Andacollo,93.2
1997-05-28,BajadaDelAgrio,59.48
1997-05-28,PasodeIndios,167.65
1997-05-29,Andacollo,95.45
1997-05-29,BajadaDelAgrio,58.16
1997-05-29,PasodeIndios,207.77
1997-05-30,Andacollo,116.61
1997-05-30,BajadaDelAgrio,58.13
1997-05-30,PasodeIndios,189.64
1997-05-31,Andacollo,117.99
1997-05-31,BajadaDelAgrio,62.55
1997-05-31,PasodeIndios,200.32
1997-06-01,Andacollo,104.78
1997-06-01,BajadaDelAgrio,75.69
1997-06-01,PasodeIndios,222.87
1997-06-02,Andacollo,99.39
1997-06-02,BajadaDelAgrio,74.69
1997-06-02,PasodeIndios,200.03
1997-06-03,Andacollo,123.81
1997-06-03,BajadaDelAgrio,71.65
1997-06-03,PasodeIndios,190.07
1997-06-04,Andacollo,194.81
1997-06-04,BajadaDelAgrio,72.47
1997-06-04,PasodeIndios,182.4
1997-06-05,Andacollo,133.44
1997-06-05,BajadaDelAgrio,81.88
1997-06-05,PasodeIndios,219.71
1997-06-06,Andacollo,113.94
1997-06-06,BajadaDelAgrio,79.26
1997-06-06,PasodeIndios,236.2
1997-06-07,Andacollo,105.06
1997-06-07,BajadaDelAgrio,74.75
1997-06-07,PasodeIndios,210.13
1997-06-08,Andacollo,145.74
1997-06-08,BajadaDelAgrio,84.62
1997-06-08,PasodeIndios,194.61
1997-06-09,Andacollo,274.14
1997-06-09,BajadaDelAgrio,127.46
1997-06-09,PasodeIndios,192.79
1997-06-10,Andacollo,178.04
1997-06-10,BajadaDelAgrio,179.31
1997-06-10,PasodeIndios,726.98
1997-06-11,Andacollo,161.91
1997-06-11,BajadaDelAgrio,142.86
1997-06-11,PasodeIndios,456.75
1997-06-12,Andacollo,176.69
1997-06-12,BajadaDelAgrio,125.83
1997-06-12,PasodeIndios,329.26
1997-06-13,Andacollo,155.74
1997-06-13,BajadaDelAgrio,121.07
1997-06-13,PasodeIndios,359.61
1997-06-14,Andacollo,134.73
1997-06-14,BajadaDelAgrio,105.88
1997-06-14,PasodeIndios,310.12
1997-06-15,Andacollo,186.39
1997-06-15,BajadaDelAgrio,119.83
1997-06-15,PasodeIndios,272.14
1997-06-16,Andacollo,335.46
1997-06-16,BajadaDelAgrio,193.58
1997-06-16,PasodeIndios,305.37
1997-06-17,Andacollo,208.22
1997-06-17,BajadaDelAgrio,167.48
1997-06-17,PasodeIndios,766.08
1997-06-18,Andacollo,180.97
1997-06-18,BajadaDelAgrio,150.91
1997-06-18,PasodeIndios,478.02
1997-06-19,Andacollo,327.65
1997-06-19,BajadaDelAgrio,199.46
1997-06-19,PasodeIndios,399.89
1997-06-20,Andacollo,664.82
1997-06-20,BajadaDelAgrio,383.75
1997-06-20,PasodeIndios,819.03
1997-06-21,Andacollo,545.03
1997-06-21,BajadaDelAgrio,312.67
1997-06-21,PasodeIndios,1987.78
1997-06-22,Andacollo,658.81
1997-06-22,BajadaDelAgrio,247.48
1997-06-22,PasodeIndios,1241.57
1997-06-23,Andacollo,330.83
1997-06-23,BajadaDelAgrio,244.82
1997-06-23,PasodeIndios,1213.73
1997-06-24,Andacollo,214.6
1997-06-24,BajadaDelAgrio,183.02
1997-06-24,PasodeIndios,1007.67
1997-06-25,Andacollo,161.13
1997-06-25,BajadaDelAgrio,151.74
1997-06-25,PasodeIndios,609.9
1997-06-26,Andacollo,139.35
1997-06-26,BajadaDelAgrio,129.58
1997-06-26,PasodeIndios,456.92
1997-06-27,Andacollo,125.41
1997-06-27,BajadaDelAgrio,120.3
1997-06-27,PasodeIndios,358.39
1997-06-28,Andacollo,108.51
1997-06-28,BajadaDelAgrio,116.75
1997-06-28,PasodeIndios,315.91
1997-06-29,Andacollo,104.65
1997-06-29,BajadaDelAgrio,111.01
1997-06-29,PasodeIndios,293.83
1997-06-30,Andacollo,96.19
1997-06-30,BajadaDelAgrio,106.55
1997-06-30,PasodeIndios,274.27
1997-07-01,Andacollo,95.54
1997-07-01,BajadaDelAgrio,100.58
1997-07-01,PasodeIndios,259.37
1997-07-02,Andacollo,94.04
1997-07-02,BajadaDelAgrio,95.11
1997-07-02,PasodeIndios,248.54
1997-07-03,Andacollo,89.17
1997-07-03,BajadaDelAgrio,90.32
1997-07-03,PasodeIndios,237.64
1997-07-04,Andacollo,90.8
1997-07-04,BajadaDelAgrio,89.7
1997-07-04,PasodeIndios,225.37
1997-07-05,Andacollo,97.33
1997-07-05,BajadaDelAgrio,108.27
1997-07-05,PasodeIndios,240.25
1997-07-06,Andacollo,98.35
1997-07-06,BajadaDelAgrio,117.86
1997-07-06,PasodeIndios,304.29
1997-07-07,Andacollo,106.62
1997-07-07,BajadaDelAgrio,104.69
1997-07-07,PasodeIndios,291.79
1997-07-08,Andacollo,124.24
1997-07-08,BajadaDelAgrio,97
1997-07-08,PasodeIndios,264.71
1997-07-09,Andacollo,110.44
1997-07-09,BajadaDelAgrio,94.19
1997-07-09,PasodeIndios,275.69
1997-07-10,Andacollo,99.29
1997-07-10,BajadaDelAgrio,88.72
1997-07-10,PasodeIndios,257.33
1997-07-11,Andacollo,101.77
1997-07-11,BajadaDelAgrio,84.08
1997-07-11,PasodeIndios,238.14
1997-07-12,Andacollo,127.22
1997-07-12,BajadaDelAgrio,83.67
1997-07-12,PasodeIndios,223.82
1997-07-13,Andacollo,124.02
1997-07-13,BajadaDelAgrio,84.53
1997-07-13,PasodeIndios,238.49
1997-07-14,Andacollo,114.05
1997-07-14,BajadaDelAgrio,88.81
1997-07-14,PasodeIndios,267.24
1997-07-15,Andacollo,112.51
1997-07-15,BajadaDelAgrio,89.18
1997-07-15,PasodeIndios,252.96
1997-07-16,Andacollo,98.39
1997-07-16,BajadaDelAgrio,83.98
1997-07-16,PasodeIndios,250.93
1997-07-17,Andacollo,95.66
1997-07-17,BajadaDelAgrio,80.46
1997-07-17,PasodeIndios,231.2
1997-07-18,Andacollo,93.06
1997-07-18,BajadaDelAgrio,77.81
1997-07-18,PasodeIndios,218.11
1997-07-19,Andacollo,84.13
1997-07-19,BajadaDelAgrio,75.1
1997-07-19,PasodeIndios,208.69
1997-07-20,Andacollo,80.69
1997-07-20,BajadaDelAgrio,74.22
1997-07-20,PasodeIndios,202.7
1997-07-21,Andacollo,81.34
1997-07-21,BajadaDelAgrio,78.01
1997-07-21,PasodeIndios,196.34
1997-07-22,Andacollo,86.64
1997-07-22,BajadaDelAgrio,91.2
1997-07-22,PasodeIndios,195.34
1997-07-23,Andacollo,94.41
1997-07-23,BajadaDelAgrio,99.27
1997-07-23,PasodeIndios,222.96
1997-07-24,Andacollo,93.39
1997-07-24,BajadaDelAgrio,92.54
1997-07-24,PasodeIndios,230.67
1997-07-25,Andacollo,116.07
1997-07-25,BajadaDelAgrio,91.87
1997-07-25,PasodeIndios,223.03
1997-07-26,Andacollo,207.46
1997-07-26,BajadaDelAgrio,142.51
1997-07-26,PasodeIndios,225.8
1997-07-27,Andacollo,267.65
1997-07-27,BajadaDelAgrio,332.72
1997-07-27,PasodeIndios,480.23
1997-07-28,Andacollo,329.13
1997-07-28,BajadaDelAgrio,339.74
1997-07-28,PasodeIndios,861.43
1997-07-29,Andacollo,529.22
1997-07-29,BajadaDelAgrio,479.08
1997-07-29,PasodeIndios,875.14
1997-07-30,Andacollo,506.31
1997-07-30,BajadaDelAgrio,453.73
1997-07-30,PasodeIndios,1653.25
1997-07-31,Andacollo,374.85
1997-07-31,BajadaDelAgrio,313.35
1997-07-31,PasodeIndios,1529.57
1997-08-01,Andacollo,260.01
1997-08-01,BajadaDelAgrio,220.11
1997-08-01,PasodeIndios,1031.09
1997-08-02,Andacollo,201.27
1997-08-02,BajadaDelAgrio,179.83
1997-08-02,PasodeIndios,712.65
1997-08-03,Andacollo,169.61
1997-08-03,BajadaDelAgrio,165.52
1997-08-03,PasodeIndios,538.15
1997-08-04,Andacollo,153.38
1997-08-04,BajadaDelAgrio,148.89
1997-08-04,PasodeIndios,418.73
1997-08-05,Andacollo,144.57
1997-08-05,BajadaDelAgrio,137.81
1997-08-05,PasodeIndios,348.22
1997-08-06,Andacollo,135.31
1997-08-06,BajadaDelAgrio,127.41
1997-08-06,PasodeIndios,316.83
1997-08-07,Andacollo,124.25
1997-08-07,BajadaDelAgrio,117.44
1997-08-07,PasodeIndios,302.15
1997-08-08,Andacollo,119.29
1997-08-08,BajadaDelAgrio,112.83
1997-08-08,PasodeIndios,280.5
1997-08-09,Andacollo,120.04
1997-08-09,BajadaDelAgrio,116.94
1997-08-09,PasodeIndios,269.66
1997-08-10,Andacollo,132.7
1997-08-10,BajadaDelAgrio,116.69
1997-08-10,PasodeIndios,269.34
1997-08-11,Andacollo,145.03
1997-08-11,BajadaDelAgrio,116.67
1997-08-11,PasodeIndios,283.98
1997-08-12,Andacollo,154.97
1997-08-12,BajadaDelAgrio,131.12
1997-08-12,PasodeIndios,307.66
1997-08-13,Andacollo,281.27
1997-08-13,BajadaDelAgrio,139.08
1997-08-13,PasodeIndios,317.05
1997-08-14,Andacollo,551.86
1997-08-14,BajadaDelAgrio,209.42
1997-08-14,PasodeIndios,443.25
1997-08-15,Andacollo,423.63
1997-08-15,BajadaDelAgrio,192.3
1997-08-15,PasodeIndios,1095.18
1997-08-16,Andacollo,395.86
1997-08-16,BajadaDelAgrio,166.93
1997-08-16,PasodeIndios,922.73
1997-08-17,Andacollo,361.64
1997-08-17,BajadaDelAgrio,154.45
1997-08-17,PasodeIndios,734.54
1997-08-18,Andacollo,359.94
1997-08-18,BajadaDelAgrio,143.32
1997-08-18,PasodeIndios,671
1997-08-19,Andacollo,269.08
1997-08-19,BajadaDelAgrio,132.3
1997-08-19,PasodeIndios,676.06
1997-08-20,Andacollo,221.19
1997-08-20,BajadaDelAgrio,119.91
1997-08-20,PasodeIndios,498.7
1997-08-21,Andacollo,192.77
1997-08-21,BajadaDelAgrio,113.69
1997-08-21,PasodeIndios,396.41
1997-08-22,Andacollo,173.13
1997-08-22,BajadaDelAgrio,103.64
1997-08-22,PasodeIndios,338.14
1997-08-23,Andacollo,162.21
1997-08-23,BajadaDelAgrio,97.57
1997-08-23,PasodeIndios,306.65
1997-08-24,Andacollo,178.56
1997-08-24,BajadaDelAgrio,99.61
1997-08-24,PasodeIndios,290.39
1997-08-25,Andacollo,315.73
1997-08-25,BajadaDelAgrio,299.87
1997-08-25,PasodeIndios,300.65
1997-08-26,Andacollo,523.39
1997-08-26,BajadaDelAgrio,866.04
1997-08-26,PasodeIndios,1396
1997-08-27,Andacollo,459.82
1997-08-27,BajadaDelAgrio,543.78
1997-08-27,PasodeIndios,1990
1997-08-28,Andacollo,414.94
1997-08-28,BajadaDelAgrio,366.71
1997-08-28,PasodeIndios,1317.85
1997-08-29,Andacollo,402.24
1997-08-29,BajadaDelAgrio,319.71
1997-08-29,PasodeIndios,1105.65
1997-08-30,Andacollo,360.39
1997-08-30,BajadaDelAgrio,309.52
1997-08-30,PasodeIndios,1111.81
1997-08-31,Andacollo,286.04
1997-08-31,BajadaDelAgrio,239.69
1997-08-31,PasodeIndios,1030.92
1997-09-01,Andacollo,260.69
1997-09-01,BajadaDelAgrio,211.89
1997-09-01,PasodeIndios,752.77
1997-09-02,Andacollo,279.96
1997-09-02,BajadaDelAgrio,196.58
1997-09-02,PasodeIndios,600.42
1997-09-03,Andacollo,334.89
1997-09-03,BajadaDelAgrio,183.42
1997-09-03,PasodeIndios,611.11
1997-09-04,Andacollo,372.1
1997-09-04,BajadaDelAgrio,231.39
1997-09-04,PasodeIndios,701.39
1997-09-05,Andacollo,298.68
1997-09-05,BajadaDelAgrio,208.55
1997-09-05,PasodeIndios,934.65
1997-09-06,Andacollo,352.72
1997-09-06,BajadaDelAgrio,201.41
1997-09-06,PasodeIndios,712.54
1997-09-07,Andacollo,418.46
1997-09-07,BajadaDelAgrio,247.24
1997-09-07,PasodeIndios,964.46
1997-09-08,Andacollo,349.93
1997-09-08,BajadaDelAgrio,221.27
1997-09-08,PasodeIndios,1069.1
1997-09-09,Andacollo,292.98
1997-09-09,BajadaDelAgrio,190.52
1997-09-09,PasodeIndios,851.39
1997-09-10,Andacollo,252.05
1997-09-10,BajadaDelAgrio,167.98
1997-09-10,PasodeIndios,684.28
1997-09-11,Andacollo,224.01
1997-09-11,BajadaDelAgrio,154.61
1997-09-11,PasodeIndios,557.61
1997-09-12,Andacollo,200.88
1997-09-12,BajadaDelAgrio,138.98
1997-09-12,PasodeIndios,480.1
1997-09-13,Andacollo,186.37
1997-09-13,BajadaDelAgrio,127.8
1997-09-13,PasodeIndios,411.74
1997-09-14,Andacollo,170
1997-09-14,BajadaDelAgrio,122.31
1997-09-14,PasodeIndios,354.76
1997-09-15,Andacollo,160.6
1997-09-15,BajadaDelAgrio,120.13
1997-09-15,PasodeIndios,319.69
1997-09-16,Andacollo,162.54
1997-09-16,BajadaDelAgrio,118.96
1997-09-16,PasodeIndios,307.84
1997-09-17,Andacollo,170.28
1997-09-17,BajadaDelAgrio,117.6
1997-09-17,PasodeIndios,300.11
1997-09-18,Andacollo,172.8
1997-09-18,BajadaDelAgrio,115.65
1997-09-18,PasodeIndios,299.11
1997-09-19,Andacollo,189.09
1997-09-19,BajadaDelAgrio,113.6
1997-09-19,PasodeIndios,295
1997-09-20,Andacollo,200.64
1997-09-20,BajadaDelAgrio,115.29
1997-09-20,PasodeIndios,305.15
1997-09-21,Andacollo,221.53
1997-09-21,BajadaDelAgrio,117.24
1997-09-21,PasodeIndios,332.08
1997-09-22,Andacollo,293.85
1997-09-22,BajadaDelAgrio,120
1997-09-22,PasodeIndios,331.78
1997-09-23,Andacollo,285.11
1997-09-23,BajadaDelAgrio,146.21
1997-09-23,PasodeIndios,503.13
1997-09-24,Andacollo,231.3
1997-09-24,BajadaDelAgrio,128.43
1997-09-24,PasodeIndios,555.06
1997-09-25,Andacollo,201.25
1997-09-25,BajadaDelAgrio,116.34
1997-09-25,PasodeIndios,406.76
1997-09-26,Andacollo,194.59
1997-09-26,BajadaDelAgrio,111.52
1997-09-26,PasodeIndios,345.41
1997-09-27,Andacollo,205.42
1997-09-27,BajadaDelAgrio,107.3
1997-09-27,PasodeIndios,318.87
1997-09-28,Andacollo,196.14
1997-09-28,BajadaDelAgrio,103.17
1997-09-28,PasodeIndios,332.85
1997-09-29,Andacollo,187.87
1997-09-29,BajadaDelAgrio,99.2
1997-09-29,PasodeIndios,328.2
1997-09-30,Andacollo,196.8
1997-09-30,BajadaDelAgrio,97.11
1997-09-30,PasodeIndios,306.72
1997-10-01,Andacollo,190.42
1997-10-01,BajadaDelAgrio,100.5
1997-10-01,PasodeIndios,296.66
1997-10-02,Andacollo,181.22
1997-10-02,BajadaDelAgrio,110.42
1997-10-02,PasodeIndios,303.26
1997-10-03,Andacollo,179.21
1997-10-03,BajadaDelAgrio,117
1997-10-03,PasodeIndios,306.16
1997-10-04,Andacollo,172.92
1997-10-04,BajadaDelAgrio,115.88
1997-10-04,PasodeIndios,323.49
1997-10-05,Andacollo,164.93
1997-10-05,BajadaDelAgrio,105.59
1997-10-05,PasodeIndios,305.03
1997-10-06,Andacollo,160.27
1997-10-06,BajadaDelAgrio,100.03
1997-10-06,PasodeIndios,299.01
1997-10-07,Andacollo,160.59
1997-10-07,BajadaDelAgrio,98.98
1997-10-07,PasodeIndios,287.67
1997-10-08,Andacollo,163.96
1997-10-08,BajadaDelAgrio,96.19
1997-10-08,PasodeIndios,277.78
1997-10-09,Andacollo,166.39
1997-10-09,BajadaDelAgrio,92.27
1997-10-09,PasodeIndios,275
1997-10-10,Andacollo,161.72
1997-10-10,BajadaDelAgrio,89.39
1997-10-10,PasodeIndios,277.27
1997-10-11,Andacollo,165.4
1997-10-11,BajadaDelAgrio,93.6
1997-10-11,PasodeIndios,268.81
1997-10-12,Andacollo,163.18
1997-10-12,BajadaDelAgrio,91.16
1997-10-12,PasodeIndios,281.82
1997-10-13,Andacollo,160.08
1997-10-13,BajadaDelAgrio,89.73
1997-10-13,PasodeIndios,274.78
1997-10-14,Andacollo,183.14
1997-10-14,BajadaDelAgrio,103.41
1997-10-14,PasodeIndios,268.3
1997-10-15,Andacollo,207.59
1997-10-15,BajadaDelAgrio,100.2
1997-10-15,PasodeIndios,292.71
1997-10-16,Andacollo,210.21
1997-10-16,BajadaDelAgrio,98.81
1997-10-16,PasodeIndios,330.98
1997-10-17,Andacollo,205.04
1997-10-17,BajadaDelAgrio,98.75
1997-10-17,PasodeIndios,362.65
1997-10-18,Andacollo,200.29
1997-10-18,BajadaDelAgrio,97
1997-10-18,PasodeIndios,332.16
1997-10-19,Andacollo,196.83
1997-10-19,BajadaDelAgrio,95.1
1997-10-19,PasodeIndios,318.2
1997-10-20,Andacollo,210.62
1997-10-20,BajadaDelAgrio,94.94
1997-10-20,PasodeIndios,316.05
1997-10-21,Andacollo,220.91
1997-10-21,BajadaDelAgrio,96.67
1997-10-21,PasodeIndios,318.45
1997-10-22,Andacollo,222.37
1997-10-22,BajadaDelAgrio,98.59
1997-10-22,PasodeIndios,335.13
1997-10-23,Andacollo,224.76
1997-10-23,BajadaDelAgrio,98.81
1997-10-23,PasodeIndios,333.48
1997-10-24,Andacollo,231.01
1997-10-24,BajadaDelAgrio,99.65
1997-10-24,PasodeIndios,329.61
1997-10-25,Andacollo,249.16
1997-10-25,BajadaDelAgrio,127.81
1997-10-25,PasodeIndios,345.57
1997-10-26,Andacollo,237.51
1997-10-26,BajadaDelAgrio,140.02
1997-10-26,PasodeIndios,425.71
1997-10-27,Andacollo,206.43
1997-10-27,BajadaDelAgrio,136.44
1997-10-27,PasodeIndios,391.21
1997-10-28,Andacollo,187.38
1997-10-28,BajadaDelAgrio,127.56
1997-10-28,PasodeIndios,356.39
1997-10-29,Andacollo,172.78
1997-10-29,BajadaDelAgrio,111.89
1997-10-29,PasodeIndios,322.81
1997-10-30,Andacollo,162.84
1997-10-30,BajadaDelAgrio,106.83
1997-10-30,PasodeIndios,297.55
1997-10-31,Andacollo,158.85
1997-10-31,BajadaDelAgrio,103.12
1997-10-31,PasodeIndios,294.12
1997-11-01,Andacollo,160.43
1997-11-01,BajadaDelAgrio,97.5
1997-11-01,PasodeIndios,286.36
1997-11-02,Andacollo,182.5
1997-11-02,BajadaDelAgrio,97
1997-11-02,PasodeIndios,273.81
1997-11-03,Andacollo,213.93
1997-11-03,BajadaDelAgrio,102.76
1997-11-03,PasodeIndios,281.96
1997-11-04,Andacollo,272.91
1997-11-04,BajadaDelAgrio,122.12
1997-11-04,PasodeIndios,306.16
1997-11-05,Andacollo,267.17
1997-11-05,BajadaDelAgrio,121.23
1997-11-05,PasodeIndios,427.64
1997-11-06,Andacollo,274.55
1997-11-06,BajadaDelAgrio,116.82
1997-11-06,PasodeIndios,428.6
1997-11-07,Andacollo,323.62
1997-11-07,BajadaDelAgrio,114.75
1997-11-07,PasodeIndios,409.36
1997-11-08,Andacollo,383.98
1997-11-08,BajadaDelAgrio,122.82
1997-11-08,PasodeIndios,431.44
1997-11-09,Andacollo,358.43
1997-11-09,BajadaDelAgrio,148.49
1997-11-09,PasodeIndios,633.97
1997-11-10,Andacollo,386.09
1997-11-10,BajadaDelAgrio,142.75
1997-11-10,PasodeIndios,633.51
1997-11-11,Andacollo,309.02
1997-11-11,BajadaDelAgrio,141.1
1997-11-11,PasodeIndios,657.4
1997-11-12,Andacollo,270.45
1997-11-12,BajadaDelAgrio,135.45
1997-11-12,PasodeIndios,559.03
1997-11-13,Andacollo,238.32
1997-11-13,BajadaDelAgrio,124.57
1997-11-13,PasodeIndios,498.08
1997-11-14,Andacollo,228.84
1997-11-14,BajadaDelAgrio,114.97
1997-11-14,PasodeIndios,419.81
1997-11-15,Andacollo,226.8
1997-11-15,BajadaDelAgrio,103.64
1997-11-15,PasodeIndios,353.38
1997-11-16,Andacollo,229.58
1997-11-16,BajadaDelAgrio,98.43
1997-11-16,PasodeIndios,324.4
1997-11-17,Andacollo,264.38
1997-11-17,BajadaDelAgrio,99.22
1997-11-17,PasodeIndios,327.47
1997-11-18,Andacollo,302.26
1997-11-18,BajadaDelAgrio,101.04
1997-11-18,PasodeIndios,362.39
1997-11-19,Andacollo,314.71
1997-11-19,BajadaDelAgrio,106.61
1997-11-19,PasodeIndios,428.53
1997-11-20,Andacollo,329.15
1997-11-20,BajadaDelAgrio,109.17
1997-11-20,PasodeIndios,440.86
1997-11-21,Andacollo,330.23
1997-11-21,BajadaDelAgrio,116
1997-11-21,PasodeIndios,461.15
1997-11-22,Andacollo,331.98
1997-11-22,BajadaDelAgrio,105.77
1997-11-22,PasodeIndios,465
1997-11-23,Andacollo,340.36
1997-11-23,BajadaDelAgrio,99.03
1997-11-23,PasodeIndios,453.32
1997-11-24,Andacollo,349.48
1997-11-24,BajadaDelAgrio,98.81
1997-11-24,PasodeIndios,462.83
1997-11-25,Andacollo,346.59
1997-11-25,BajadaDelAgrio,100.6
1997-11-25,PasodeIndios,486.29
1997-11-26,Andacollo,322.4
1997-11-26,BajadaDelAgrio,106.49
1997-11-26,PasodeIndios,477.09
1997-11-27,Andacollo,274.81
1997-11-27,BajadaDelAgrio,107
1997-11-27,PasodeIndios,472.63
1997-11-28,Andacollo,264.94
1997-11-28,BajadaDelAgrio,109.46
1997-11-28,PasodeIndios,403.72
1997-11-29,Andacollo,297.87
1997-11-29,BajadaDelAgrio,101.92
1997-11-29,PasodeIndios,351.27
1997-11-30,Andacollo,285.3
1997-11-30,BajadaDelAgrio,93.55
1997-11-30,PasodeIndios,382.26
1997-12-01,Andacollo,267.5
1997-12-01,BajadaDelAgrio,91.21
1997-12-01,PasodeIndios,379.22
1997-12-02,Andacollo,280.96
1997-12-02,BajadaDelAgrio,98.02
1997-12-02,PasodeIndios,332.41
1997-12-03,Andacollo,262.64
1997-12-03,BajadaDelAgrio,114.12
1997-12-03,PasodeIndios,398.06
1997-12-04,Andacollo,258.48
1997-12-04,BajadaDelAgrio,98.68
1997-12-04,PasodeIndios,361.4
1997-12-05,Andacollo,271.46
1997-12-05,BajadaDelAgrio,90.75
1997-12-05,PasodeIndios,326.37
1997-12-06,Andacollo,293.02
1997-12-06,BajadaDelAgrio,88.56
1997-12-06,PasodeIndios,342.23
1997-12-07,Andacollo,308.58
1997-12-07,BajadaDelAgrio,87.95
1997-12-07,PasodeIndios,354.78
1997-12-08,Andacollo,331.37
1997-12-08,BajadaDelAgrio,90.11
1997-12-08,PasodeIndios,381.53
1997-12-09,Andacollo,345.04
1997-12-09,BajadaDelAgrio,92.47
1997-12-09,PasodeIndios,415.17
1997-12-10,Andacollo,353.77
1997-12-10,BajadaDelAgrio,95.83
1997-12-10,PasodeIndios,448.02
1997-12-11,Andacollo,341.25
1997-12-11,BajadaDelAgrio,99.7
1997-12-11,PasodeIndios,471.39
1997-12-12,Andacollo,331.13
1997-12-12,BajadaDelAgrio,104.62
1997-12-12,PasodeIndios,449.66
1997-12-13,Andacollo,315.99
1997-12-13,BajadaDelAgrio,112.54
1997-12-13,PasodeIndios,457.8
1997-12-14,Andacollo,310.94
1997-12-14,BajadaDelAgrio,100.36
1997-12-14,PasodeIndios,460.42
1997-12-15,Andacollo,329.83
1997-12-15,BajadaDelAgrio,91.53
1997-12-15,PasodeIndios,422.68
1997-12-16,Andacollo,324.8
1997-12-16,BajadaDelAgrio,85.9
1997-12-16,PasodeIndios,422.59
1997-12-17,Andacollo,324.63
1997-12-17,BajadaDelAgrio,78.98
1997-12-17,PasodeIndios,390.71
1997-12-18,Andacollo,297.68
1997-12-18,BajadaDelAgrio,73.66
1997-12-18,PasodeIndios,378.45
1997-12-19,Andacollo,265.09
1997-12-19,BajadaDelAgrio,73.2
1997-12-19,PasodeIndios,312.61
1997-12-20,Andacollo,271.17
1997-12-20,BajadaDelAgrio,67.75
1997-12-20,PasodeIndios,292.81
1997-12-21,Andacollo,265.97
1997-12-21,BajadaDelAgrio,63.04
1997-12-21,PasodeIndios,297.01
1997-12-22,Andacollo,261.43
1997-12-22,BajadaDelAgrio,62.6
1997-12-22,PasodeIndios,300.86
1997-12-23,Andacollo,255.34
1997-12-23,BajadaDelAgrio,60.57
1997-12-23,PasodeIndios,295.39
1997-12-24,Andacollo,250.87
1997-12-24,BajadaDelAgrio,58.69
1997-12-24,PasodeIndios,287.55
1997-12-25,Andacollo,236.8
1997-12-25,BajadaDelAgrio,57.3
1997-12-25,PasodeIndios,276.85
1997-12-26,Andacollo,206.2
1997-12-26,BajadaDelAgrio,55.66
1997-12-26,PasodeIndios,270.97
1997-12-27,Andacollo,196.64
1997-12-27,BajadaDelAgrio,64.62
1997-12-27,PasodeIndios,256.25
1997-12-28,Andacollo,187.31
1997-12-28,BajadaDelAgrio,60.67
1997-12-28,PasodeIndios,259.91
1997-12-29,Andacollo,187.3
1997-12-29,BajadaDelAgrio,56.75
1997-12-29,PasodeIndios,234.26
1997-12-30,Andacollo,186.82
1997-12-30,BajadaDelAgrio,53.08
1997-12-30,PasodeIndios,222.75
1997-12-31,Andacollo,179.55
1997-12-31,BajadaDelAgrio,52.12
1997-12-31,PasodeIndios,225.33
1998-01-01,Andacollo,183.23
1998-01-01,BajadaDelAgrio,48.97
1998-01-01,PasodeIndios,218.41
1998-01-02,Andacollo,184.93
1998-01-02,BajadaDelAgrio,49.21
1998-01-02,PasodeIndios,218.83
1998-01-03,Andacollo,189.35
1998-01-03,BajadaDelAgrio,50.26
1998-01-03,PasodeIndios,218.5
1998-01-04,Andacollo,191.77
1998-01-04,BajadaDelAgrio,46.43
1998-01-04,PasodeIndios,216.98
1998-01-05,Andacollo,197.14
1998-01-05,BajadaDelAgrio,45.38
1998-01-05,PasodeIndios,218.13
