Fecha,Estacion,Caudal
1986-08-31,PasodeIndios,307
1986-09-01,Andacollo,83.25
1986-09-01,BajadaDelAgrio,87.35
1986-09-01,PasodeIndios,304
1986-09-02,Andacollo,86.33
1986-09-02,BajadaDelAgrio,85.29
1986-09-02,PasodeIndios,331
1986-09-03,Andacollo,89.77
1986-09-03,BajadaDelAgrio,80.23
1986-09-03,PasodeIndios,321
1986-09-04,Andacollo,92.1
1986-09-04,BajadaDelAgrio,76.05
1986-09-04,PasodeIndios,299
1986-09-05,Andacollo,89.13
1986-09-05,BajadaDelAgrio,74.27
1986-09-05,PasodeIndios,283
1986-09-06,Andacollo,79.73
1986-09-06,BajadaDelAgrio,71.85
1986-09-06,PasodeIndios,275
1986-09-07,Andacollo,68.72
1986-09-07,BajadaDelAgrio,69.89
1986-09-07,PasodeIndios,267
1986-09-08,Andacollo,66.23
1986-09-08,BajadaDelAgrio,69.1
1986-09-08,PasodeIndios,263
1986-09-09,Andacollo,68.17
1986-09-09,BajadaDelAgrio,77.84
1986-09-09,PasodeIndios,264
1986-09-10,Andacollo,87.38
1986-09-10,BajadaDelAgrio,80.16
1986-09-10,PasodeIndios,273
1986-09-11,Andacollo,111.55
1986-09-11,BajadaDelAgrio,84.08
1986-09-11,PasodeIndios,288
1986-09-12,Andacollo,123.41
1986-09-12,BajadaDelAgrio,90.42
1986-09-12,PasodeIndios,318
1986-09-13,Andacollo,115.46
1986-09-13,BajadaDelAgrio,83.93
1986-09-13,PasodeIndios,353
1986-09-14,Andacollo,97.12
1986-09-14,BajadaDelAgrio,80.92
1986-09-14,PasodeIndios,330
1986-09-15,Andacollo,82.65
1986-09-15,BajadaDelAgrio,81.07
1986-09-15,PasodeIndios,305
1986-09-16,Andacollo,77.56
1986-09-16,BajadaDelAgrio,76.78
1986-09-16,PasodeIndios,289
1986-09-17,Andacollo,70.71
1986-09-17,BajadaDelAgrio,72.19
1986-09-17,PasodeIndios,275
1986-09-18,Andacollo,66.39
1986-09-18,BajadaDelAgrio,70.12
1986-09-18,PasodeIndios,265
1986-09-19,Andacollo,64.69
1986-09-19,BajadaDelAgrio,66.84
1986-09-19,PasodeIndios,256
1986-09-20,Andacollo,69.73
1986-09-20,BajadaDelAgrio,65.76
1986-09-20,PasodeIndios,249
1986-09-21,Andacollo,78.56
1986-09-21,BajadaDelAgrio,64.31
1986-09-21,PasodeIndios,243
1986-09-22,Andacollo,77.25
1986-09-22,BajadaDelAgrio,65.71
1986-09-22,PasodeIndios,265
1986-09-23,Andacollo,82.59
1986-09-23,BajadaDelAgrio,63.98
1986-09-23,PasodeIndios,269
1986-09-24,Andacollo,73.31
1986-09-24,BajadaDelAgrio,63.31
1986-09-24,PasodeIndios,256
1986-09-25,Andacollo,66.56
1986-09-25,BajadaDelAgrio,61.72
1986-09-25,PasodeIndios,253
1986-09-26,Andacollo,65.02
1986-09-26,BajadaDelAgrio,60.79
1986-09-26,PasodeIndios,241
1986-09-27,Andacollo,69.38
1986-09-27,BajadaDelAgrio,62.12
1986-09-27,PasodeIndios,236
1986-09-28,Andacollo,74.72
1986-09-28,BajadaDelAgrio,65.25
1986-09-28,PasodeIndios,241
1986-09-29,Andacollo,78.06
1986-09-29,BajadaDelAgrio,63.67
1986-09-29,PasodeIndios,248
1986-09-30,Andacollo,84.43
1986-09-30,BajadaDelAgrio,63.04
1986-09-30,PasodeIndios,251
1986-10-01,Andacollo,95.93
1986-10-01,BajadaDelAgrio,63.98
1986-10-01,PasodeIndios,271
1986-10-02,Andacollo,93.78
1986-10-02,BajadaDelAgrio,63.98
1986-10-02,PasodeIndios,281
1986-10-03,Andacollo,106.01
1986-10-03,BajadaDelAgrio,64.84
1986-10-03,PasodeIndios,270
1986-10-04,Andacollo,141.07
1986-10-04,BajadaDelAgrio,75.09
1986-10-04,PasodeIndios,274
1986-10-05,Andacollo,160.31
1986-10-05,BajadaDelAgrio,98.75
1986-10-05,PasodeIndios,321
1986-10-06,Andacollo,191.33
1986-10-06,BajadaDelAgrio,103.77
1986-10-06,PasodeIndios,486
1986-10-07,Andacollo,194.55
1986-10-07,BajadaDelAgrio,95.87
1986-10-07,PasodeIndios,536
1986-10-08,Andacollo,167.92
1986-10-08,BajadaDelAgrio,91.22
1986-10-08,PasodeIndios,518
1986-10-09,Andacollo,168.22
1986-10-09,BajadaDelAgrio,88.42
1986-10-09,PasodeIndios,465
1986-10-10,Andacollo,167.7
1986-10-10,BajadaDelAgrio,86.96
1986-10-10,PasodeIndios,456
1986-10-11,Andacollo,179.46
1986-10-11,BajadaDelAgrio,90.6
1986-10-11,PasodeIndios,447
1986-10-12,Andacollo,192.7
1986-10-12,BajadaDelAgrio,93.4
1986-10-12,PasodeIndios,474
1986-10-13,Andacollo,206.49
1986-10-13,BajadaDelAgrio,97.94
1986-10-13,PasodeIndios,488
1986-10-14,Andacollo,211.33
1986-10-14,BajadaDelAgrio,120.3
1986-10-14,PasodeIndios,500
1986-10-15,Andacollo,189.01
1986-10-15,BajadaDelAgrio,144.08
1986-10-15,PasodeIndios,571
1986-10-16,Andacollo,172.48
1986-10-16,BajadaDelAgrio,125.13
1986-10-16,PasodeIndios,577
1986-10-17,Andacollo,156.6
1986-10-17,BajadaDelAgrio,108.06
1986-10-17,PasodeIndios,545
1986-10-18,Andacollo,169.68
1986-10-18,BajadaDelAgrio,101.61
1986-10-18,PasodeIndios,487
1986-10-19,Andacollo,201.87
1986-10-19,BajadaDelAgrio,100.79
1986-10-19,PasodeIndios,496
1986-10-20,Andacollo,248.1
1986-10-20,BajadaDelAgrio,107.85
1986-10-20,PasodeIndios,521
1986-10-21,Andacollo,257.68
1986-10-21,BajadaDelAgrio,107.26
1986-10-21,PasodeIndios,570
1986-10-22,Andacollo,252.03
1986-10-22,BajadaDelAgrio,100.49
1986-10-22,PasodeIndios,596
1986-10-23,Andacollo,263.41
1986-10-23,BajadaDelAgrio,98.68
1986-10-23,PasodeIndios,560
1986-10-24,Andacollo,271.37
1986-10-24,BajadaDelAgrio,103.42
1986-10-24,PasodeIndios,562
1986-10-25,Andacollo,274.8
1986-10-25,BajadaDelAgrio,110.01
1986-10-25,PasodeIndios,590
1986-10-26,Andacollo,307.72
1986-10-26,BajadaDelAgrio,112.71
1986-10-26,PasodeIndios,635
1986-10-27,Andacollo,311.4
1986-10-27,BajadaDelAgrio,105.56
1986-10-27,PasodeIndios,636
1986-10-28,Andacollo,288.02
1986-10-28,BajadaDelAgrio,104.97
1986-10-28,PasodeIndios,614
1986-10-29,Andacollo,242.64
1986-10-29,BajadaDelAgrio,98.07
1986-10-29,PasodeIndios,578
1986-10-30,Andacollo,207.57
1986-10-30,BajadaDelAgrio,88.87
1986-10-30,PasodeIndios,519
1986-10-31,Andacollo,185.73
1986-10-31,BajadaDelAgrio,81.09
1986-10-31,PasodeIndios,501
1986-11-01,Andacollo,163.37
1986-11-01,BajadaDelAgrio,83.9
1986-11-01,PasodeIndios,473
1986-11-02,Andacollo,150.65
1986-11-02,BajadaDelAgrio,81.29
1986-11-02,PasodeIndios,464
1986-11-03,Andacollo,140.64
1986-11-03,BajadaDelAgrio,73.53
1986-11-03,PasodeIndios,424
1986-11-04,Andacollo,137.76
1986-11-04,BajadaDelAgrio,69.87
1986-11-04,PasodeIndios,386
1986-11-05,Andacollo,142.27
1986-11-05,BajadaDelAgrio,67.4
1986-11-05,PasodeIndios,368
1986-11-06,Andacollo,146.46
1986-11-06,BajadaDelAgrio,65.75
1986-11-06,PasodeIndios,363
1986-11-07,Andacollo,144.54
1986-11-07,BajadaDelAgrio,64.16
1986-11-07,PasodeIndios,362
1986-11-08,Andacollo,148.65
1986-11-08,BajadaDelAgrio,65.76
1986-11-08,PasodeIndios,370
1986-11-09,Andacollo,153.34
1986-11-09,BajadaDelAgrio,67.17
1986-11-09,PasodeIndios,404
1986-11-10,Andacollo,161.47
1986-11-10,BajadaDelAgrio,64.3
1986-11-10,PasodeIndios,377
1986-11-11,Andacollo,179.05
1986-11-11,BajadaDelAgrio,62.51
1986-11-11,PasodeIndios,363
1986-11-12,Andacollo,199.15
1986-11-12,BajadaDelAgrio,61.87
1986-11-12,PasodeIndios,378
1986-11-13,Andacollo,241.39
1986-11-13,BajadaDelAgrio,66.52
1986-11-13,PasodeIndios,432
1986-11-14,Andacollo,271.09
1986-11-14,BajadaDelAgrio,71.09
1986-11-14,PasodeIndios,496
1986-11-15,Andacollo,243.6
1986-11-15,BajadaDelAgrio,73.44
1986-11-15,PasodeIndios,516
1986-11-16,Andacollo,226.71
1986-11-16,BajadaDelAgrio,66.22
1986-11-16,PasodeIndios,463
1986-11-17,Andacollo,236.96
1986-11-17,BajadaDelAgrio,62.11
1986-11-17,PasodeIndios,426
1986-11-18,Andacollo,207.8
1986-11-18,BajadaDelAgrio,60.33
1986-11-18,PasodeIndios,431
1986-11-19,Andacollo,203.92
1986-11-19,BajadaDelAgrio,58.18
1986-11-19,PasodeIndios,418
1986-11-20,Andacollo,187.61
1986-11-20,BajadaDelAgrio,65.02
1986-11-20,PasodeIndios,391
1986-11-21,Andacollo,193.13
1986-11-21,BajadaDelAgrio,61.4
1986-11-21,PasodeIndios,377
1986-11-22,Andacollo,206.49
1986-11-22,BajadaDelAgrio,57.83
1986-11-22,PasodeIndios,378
1986-11-23,Andacollo,224.25
1986-11-23,BajadaDelAgrio,56.32
1986-11-23,PasodeIndios,380
1986-11-24,Andacollo,257.84
1986-11-24,BajadaDelAgrio,55.35
1986-11-24,PasodeIndios,378
1986-11-25,Andacollo,307.47
1986-11-25,BajadaDelAgrio,62.7
1986-11-25,PasodeIndios,411
1986-11-26,Andacollo,399.22
1986-11-26,BajadaDelAgrio,304.15
1986-11-26,PasodeIndios,494
1986-11-27,Andacollo,511.77
1986-11-27,BajadaDelAgrio,395.49
1986-11-27,PasodeIndios,1878
1986-11-28,Andacollo,353.87
1986-11-28,BajadaDelAgrio,225.55
1986-11-28,PasodeIndios,1384
1986-11-29,Andacollo,323.64
1986-11-29,BajadaDelAgrio,203.79
1986-11-29,PasodeIndios,907
1986-11-30,Andacollo,303.44
1986-11-30,BajadaDelAgrio,229.71
1986-11-30,PasodeIndios,829
1986-12-01,Andacollo,280.27
1986-12-01,BajadaDelAgrio,208.93
1986-12-01,PasodeIndios,818
1986-12-02,Andacollo,279.1
1986-12-02,BajadaDelAgrio,216.43
1986-12-02,PasodeIndios,782
1986-12-03,Andacollo,308.76
1986-12-03,BajadaDelAgrio,215.33
1986-12-03,PasodeIndios,818
1986-12-04,Andacollo,325.65
1986-12-04,BajadaDelAgrio,191.81
1986-12-04,PasodeIndios,817
1986-12-05,Andacollo,312.6
1986-12-05,BajadaDelAgrio,169.1
1986-12-05,PasodeIndios,791
1986-12-06,Andacollo,295.23
1986-12-06,BajadaDelAgrio,153.22
1986-12-06,PasodeIndios,734
1986-12-07,Andacollo,274.69
1986-12-07,BajadaDelAgrio,133.16
1986-12-07,PasodeIndios,659
1986-12-08,Andacollo,253.13
1986-12-08,BajadaDelAgrio,117.67
1986-12-08,PasodeIndios,598
1986-12-09,Andacollo,263.41
1986-12-09,BajadaDelAgrio,111.14
1986-12-09,PasodeIndios,563
1986-12-10,Andacollo,272.09
1986-12-10,BajadaDelAgrio,105.42
1986-12-10,PasodeIndios,553
1986-12-11,Andacollo,266.62
1986-12-11,BajadaDelAgrio,99.63
1986-12-11,PasodeIndios,549
1986-12-12,Andacollo,254.66
1986-12-12,BajadaDelAgrio,94.67
1986-12-12,PasodeIndios,528
1986-12-13,Andacollo,226.07
1986-12-13,BajadaDelAgrio,91.18
1986-12-13,PasodeIndios,513
1986-12-14,Andacollo,206.78
1986-12-14,BajadaDelAgrio,87.51
1986-12-14,PasodeIndios,487
1986-12-15,Andacollo,211.32
1986-12-15,BajadaDelAgrio,85.31
1986-12-15,PasodeIndios,465
1986-12-16,Andacollo,219.81
1986-12-16,BajadaDelAgrio,81.78
1986-12-16,PasodeIndios,441
1986-12-17,Andacollo,227.99
1986-12-17,BajadaDelAgrio,79.66
1986-12-17,PasodeIndios,438
1986-12-18,Andacollo,230.81
1986-12-18,BajadaDelAgrio,75.58
1986-12-18,PasodeIndios,435
1986-12-19,Andacollo,227.35
1986-12-19,BajadaDelAgrio,73.49
1986-12-19,PasodeIndios,440
1986-12-20,Andacollo,238.24
1986-12-20,BajadaDelAgrio,74.17
1986-12-20,PasodeIndios,466
1986-12-21,Andacollo,251.36
1986-12-21,BajadaDelAgrio,74.87
1986-12-21,PasodeIndios,491
1986-12-22,Andacollo,262.13
1986-12-22,BajadaDelAgrio,70.94
1986-12-22,PasodeIndios,463
1986-12-23,Andacollo,254.18
1986-12-23,BajadaDelAgrio,68.95
1986-12-23,PasodeIndios,455
1986-12-24,Andacollo,238.91
1986-12-24,BajadaDelAgrio,66.27
1986-12-24,PasodeIndios,449
1986-12-25,Andacollo,232.81
1986-12-25,BajadaDelAgrio,63.89
1986-12-25,PasodeIndios,424
1986-12-26,Andacollo,228.98
1986-12-26,BajadaDelAgrio,61.76
1986-12-26,PasodeIndios,451
1986-12-27,Andacollo,223.22
1986-12-27,BajadaDelAgrio,61.58
1986-12-27,PasodeIndios,411
1986-12-28,Andacollo,217.38
1986-12-28,BajadaDelAgrio,60.97
1986-12-28,PasodeIndios,400
1986-12-29,Andacollo,214.17
1986-12-29,BajadaDelAgrio,59.46
1986-12-29,PasodeIndios,390
1986-12-30,Andacollo,211.8
1986-12-30,BajadaDelAgrio,56.32
1986-12-30,PasodeIndios,379
1986-12-31,Andacollo,186.21
1986-12-31,BajadaDelAgrio,54.84
1986-12-31,PasodeIndios,376
1987-01-01,Andacollo,168.85
1987-01-01,BajadaDelAgrio,52.81
1987-01-01,PasodeIndios,323
1987-01-02,Andacollo,174.28
1987-01-02,BajadaDelAgrio,51.78
1987-01-02,PasodeIndios,303
1987-01-03,Andacollo,167.11
1987-01-03,BajadaDelAgrio,49.98
1987-01-03,PasodeIndios,291
1987-01-04,Andacollo,163.13
1987-01-04,BajadaDelAgrio,48.4
1987-01-04,PasodeIndios,282
1987-01-05,Andacollo,156.66
1987-01-05,BajadaDelAgrio,46.45
1987-01-05,PasodeIndios,270
1987-01-06,Andacollo,150.75
1987-01-06,BajadaDelAgrio,45.75
1987-01-06,PasodeIndios,263
1987-01-07,Andacollo,143.27
1987-01-07,BajadaDelAgrio,44.44
1987-01-07,PasodeIndios,249
1987-01-08,Andacollo,140.62
1987-01-08,BajadaDelAgrio,43.15
1987-01-08,PasodeIndios,239
1987-01-09,Andacollo,138.38
1987-01-09,BajadaDelAgrio,41.92
1987-01-09,PasodeIndios,235
1987-01-10,Andacollo,135.67
1987-01-10,BajadaDelAgrio,41.74
1987-01-10,PasodeIndios,232
1987-01-11,Andacollo,131.41
1987-01-11,BajadaDelAgrio,41.12
1987-01-11,PasodeIndios,227
1987-01-12,Andacollo,126.2
1987-01-12,BajadaDelAgrio,39.56
1987-01-12,PasodeIndios,223
1987-01-13,Andacollo,119.01
1987-01-13,BajadaDelAgrio,38.25
1987-01-13,PasodeIndios,217
1987-01-14,Andacollo,114.73
1987-01-14,BajadaDelAgrio,38.09
1987-01-14,PasodeIndios,203
1987-01-15,Andacollo,113.41
1987-01-15,BajadaDelAgrio,37.04
1987-01-15,PasodeIndios,194
1987-01-16,Andacollo,119.92
1987-01-16,BajadaDelAgrio,36.37
1987-01-16,PasodeIndios,193
1987-01-17,Andacollo,124.3
1987-01-17,BajadaDelAgrio,35.89
1987-01-17,PasodeIndios,195
1987-01-18,Andacollo,125.72
1987-01-18,BajadaDelAgrio,35.22
1987-01-18,PasodeIndios,192
1987-01-19,Andacollo,117.69
1987-01-19,BajadaDelAgrio,34.76
1987-01-19,PasodeIndios,190
1987-01-20,Andacollo,107.89
1987-01-20,BajadaDelAgrio,33.65
1987-01-20,PasodeIndios,189
1987-01-21,Andacollo,102.58
1987-01-21,BajadaDelAgrio,32.55
1987-01-21,PasodeIndios,189
1987-01-22,Andacollo,108.06
1987-01-22,BajadaDelAgrio,31.93
1987-01-22,PasodeIndios,183
1987-01-23,Andacollo,105.37
1987-01-23,BajadaDelAgrio,31.49
1987-01-23,PasodeIndios,178
1987-01-24,Andacollo,102.95
1987-01-24,BajadaDelAgrio,30.44
1987-01-24,PasodeIndios,173
1987-01-25,Andacollo,99.33
1987-01-25,BajadaDelAgrio,29.84
1987-01-25,PasodeIndios,168
1987-01-26,Andacollo,95.68
1987-01-26,BajadaDelAgrio,29.84
1987-01-26,PasodeIndios,163
1987-01-27,Andacollo,93.28
1987-01-27,BajadaDelAgrio,29.84
1987-01-27,PasodeIndios,160
1987-01-28,Andacollo,93.98
1987-01-28,BajadaDelAgrio,29.81
1987-01-28,PasodeIndios,158
1987-01-29,Andacollo,92.4
1987-01-29,BajadaDelAgrio,28.94
1987-01-29,PasodeIndios,154
1987-01-30,Andacollo,90.25
1987-01-30,BajadaDelAgrio,28.82
1987-01-30,PasodeIndios,153
1987-01-31,Andacollo,88.81
1987-01-31,BajadaDelAgrio,28.82
1987-01-31,PasodeIndios,153
1987-02-01,Andacollo,92.01
1987-02-01,BajadaDelAgrio,28.82
1987-02-01,PasodeIndios,141
1987-02-02,Andacollo,90.64
1987-02-02,BajadaDelAgrio,28.41
1987-02-02,PasodeIndios,138
1987-02-03,Andacollo,88.52
1987-02-03,BajadaDelAgrio,27.83
1987-02-03,PasodeIndios,136
1987-02-04,Andacollo,84.47
1987-02-04,BajadaDelAgrio,27.83
1987-02-04,PasodeIndios,136
1987-02-05,Andacollo,78.78
1987-02-05,BajadaDelAgrio,27.83
1987-02-05,PasodeIndios,135
1987-02-06,Andacollo,75.76
1987-02-06,BajadaDelAgrio,27.45
1987-02-06,PasodeIndios,133
1987-02-07,Andacollo,74.1
1987-02-07,BajadaDelAgrio,28.16
1987-02-07,PasodeIndios,131
1987-02-08,Andacollo,72.22
1987-02-08,BajadaDelAgrio,29.3
1987-02-08,PasodeIndios,129
1987-02-09,Andacollo,69.27
1987-02-09,BajadaDelAgrio,28.8
1987-02-09,PasodeIndios,126
1987-02-10,Andacollo,67.28
1987-02-10,BajadaDelAgrio,28.3
1987-02-10,PasodeIndios,123
1987-02-11,Andacollo,67.85
1987-02-11,BajadaDelAgrio,27.81
1987-02-11,PasodeIndios,121
1987-02-12,Andacollo,66.23
1987-02-12,BajadaDelAgrio,26.98
1987-02-12,PasodeIndios,120
1987-02-13,Andacollo,64.37
1987-02-13,BajadaDelAgrio,26.49
1987-02-13,PasodeIndios,118
1987-02-14,Andacollo,65.57
1987-02-14,BajadaDelAgrio,26.01
1987-02-14,PasodeIndios,118
1987-02-15,Andacollo,67.37
1987-02-15,BajadaDelAgrio,25.91
1987-02-15,PasodeIndios,117
1987-02-16,Andacollo,70.62
1987-02-16,BajadaDelAgrio,25.91
1987-02-16,PasodeIndios,116
1987-02-17,Andacollo,74.81
1987-02-17,BajadaDelAgrio,25.91
1987-02-17,PasodeIndios,115
1987-02-18,Andacollo,76.99
1987-02-18,BajadaDelAgrio,25.91
1987-02-18,PasodeIndios,116
1987-02-19,Andacollo,75.32
1987-02-19,BajadaDelAgrio,25.91
1987-02-19,PasodeIndios,117
1987-02-20,Andacollo,72.3
1987-02-20,BajadaDelAgrio,25.91
1987-02-20,PasodeIndios,116
1987-02-21,Andacollo,69.6
1987-02-21,BajadaDelAgrio,25.91
1987-02-21,PasodeIndios,122
1987-02-22,Andacollo,68.02
1987-02-22,BajadaDelAgrio,26.3
1987-02-22,PasodeIndios,123
1987-02-23,Andacollo,66.23
1987-02-23,BajadaDelAgrio,28.42
1987-02-23,PasodeIndios,120
1987-02-24,Andacollo,62.22
1987-02-24,BajadaDelAgrio,28.92
1987-02-24,PasodeIndios,118
1987-02-25,Andacollo,56.99
1987-02-25,BajadaDelAgrio,28.61
1987-02-25,PasodeIndios,186
1987-02-26,Andacollo,59.15
1987-02-26,BajadaDelAgrio,26.97
1987-02-26,PasodeIndios,116
1987-02-27,Andacollo,58.09
1987-02-27,BajadaDelAgrio,26.46
1987-02-27,PasodeIndios,108
1987-02-28,Andacollo,57.34
1987-02-28,BajadaDelAgrio,25.91
1987-02-28,PasodeIndios,106
1987-03-01,Andacollo,58.54
1987-03-01,BajadaDelAgrio,25.91
1987-03-01,PasodeIndios,102
1987-03-02,Andacollo,59.91
1987-03-02,BajadaDelAgrio,25.88
1987-03-02,PasodeIndios,100
1987-03-03,Andacollo,61.3
1987-03-03,BajadaDelAgrio,25.47
1987-03-03,PasodeIndios,103
1987-03-04,Andacollo,61.47
1987-03-04,BajadaDelAgrio,25.91
1987-03-04,PasodeIndios,103
1987-03-05,Andacollo,58.25
1987-03-05,BajadaDelAgrio,25.88
1987-03-05,PasodeIndios,104
1987-03-06,Andacollo,56.75
1987-03-06,BajadaDelAgrio,25.08
1987-03-06,PasodeIndios,101
1987-03-07,Andacollo,55.13
1987-03-07,BajadaDelAgrio,24.98
1987-03-07,PasodeIndios,98
1987-03-08,Andacollo,52.61
1987-03-08,BajadaDelAgrio,24.98
1987-03-08,PasodeIndios,97
1987-03-09,Andacollo,50.36
1987-03-09,BajadaDelAgrio,24.98
1987-03-09,PasodeIndios,96
1987-03-10,Andacollo,48.79
1987-03-10,BajadaDelAgrio,24.98
1987-03-10,PasodeIndios,96
1987-03-11,Andacollo,46.7
1987-03-11,BajadaDelAgrio,24.98
1987-03-11,PasodeIndios,96
1987-03-12,Andacollo,45.19
1987-03-12,BajadaDelAgrio,24.98
1987-03-12,PasodeIndios,97
1987-03-13,Andacollo,43.2
1987-03-13,BajadaDelAgrio,24.98
1987-03-13,PasodeIndios,96
1987-03-14,Andacollo,42.76
1987-03-14,BajadaDelAgrio,24.98
1987-03-14,PasodeIndios,94
1987-03-15,Andacollo,44.61
1987-03-15,BajadaDelAgrio,25
1987-03-15,PasodeIndios,93
1987-03-16,Andacollo,45.06
1987-03-16,BajadaDelAgrio,25.8
1987-03-16,PasodeIndios,92
1987-03-17,Andacollo,43.71
1987-03-17,BajadaDelAgrio,25.91
1987-03-17,PasodeIndios,93
1987-03-18,Andacollo,43.9
1987-03-18,BajadaDelAgrio,25.88
1987-03-18,PasodeIndios,93
1987-03-19,Andacollo,42.82
1987-03-19,BajadaDelAgrio,25.11
1987-03-19,PasodeIndios,92
1987-03-20,Andacollo,44.09
1987-03-20,BajadaDelAgrio,26.23
1987-03-20,PasodeIndios,91
1987-03-21,Andacollo,43.9
1987-03-21,BajadaDelAgrio,27.72
1987-03-21,PasodeIndios,92
1987-03-22,Andacollo,45.78
1987-03-22,BajadaDelAgrio,28.91
1987-03-22,PasodeIndios,100
1987-03-23,Andacollo,47.03
1987-03-23,BajadaDelAgrio,36.72
1987-03-23,PasodeIndios,154
1987-03-24,Andacollo,47.44
1987-03-24,BajadaDelAgrio,34.85
1987-03-24,PasodeIndios,108
1987-03-25,Andacollo,46.04
1987-03-25,BajadaDelAgrio,32.65
1987-03-25,PasodeIndios,104
1987-03-26,Andacollo,52.88
1987-03-26,BajadaDelAgrio,30.61
1987-03-26,PasodeIndios,99
1987-03-27,Andacollo,74.62
1987-03-27,BajadaDelAgrio,47.96
1987-03-27,PasodeIndios,97
1987-03-28,Andacollo,78.16
1987-03-28,BajadaDelAgrio,87.24
1987-03-28,PasodeIndios,134
1987-03-29,Andacollo,65.33
1987-03-29,BajadaDelAgrio,62.93
1987-03-29,PasodeIndios,219
1987-03-30,Andacollo,60.99
1987-03-30,BajadaDelAgrio,51.23
1987-03-30,PasodeIndios,163
1987-03-31,Andacollo,57.94
1987-03-31,BajadaDelAgrio,45.21
1987-03-31,PasodeIndios,141
1987-04-01,Andacollo,51.35
1987-04-01,BajadaDelAgrio,33.98
1987-04-01,PasodeIndios,125
1987-04-02,Andacollo,48.59
1987-04-02,BajadaDelAgrio,31.66
1987-04-02,PasodeIndios,118
1987-04-03,Andacollo,46.29
1987-04-03,BajadaDelAgrio,30.4
1987-04-03,PasodeIndios,113
1987-04-04,Andacollo,42.16
1987-04-04,BajadaDelAgrio,28.22
1987-04-04,PasodeIndios,111
1987-04-05,Andacollo,40.69
1987-04-05,BajadaDelAgrio,27.48
1987-04-05,PasodeIndios,108
1987-04-06,Andacollo,39.46
1987-04-06,BajadaDelAgrio,26.81
1987-04-06,PasodeIndios,105
1987-04-07,Andacollo,37.98
1987-04-07,BajadaDelAgrio,26.34
1987-04-07,PasodeIndios,102
1987-04-08,Andacollo,37.28
1987-04-08,BajadaDelAgrio,25.69
1987-04-08,PasodeIndios,100
1987-04-09,Andacollo,40.35
1987-04-09,BajadaDelAgrio,25.69
1987-04-09,PasodeIndios,98
1987-04-10,Andacollo,39.46
1987-04-10,BajadaDelAgrio,25.69
1987-04-10,PasodeIndios,97
1987-04-11,Andacollo,38.25
1987-04-11,BajadaDelAgrio,25.69
1987-04-11,PasodeIndios,96
1987-04-12,Andacollo,36.8
1987-04-12,BajadaDelAgrio,25.69
1987-04-12,PasodeIndios,94
1987-04-13,Andacollo,35.56
1987-04-13,BajadaDelAgrio,25.72
1987-04-13,PasodeIndios,93
1987-04-14,Andacollo,37.65
1987-04-14,BajadaDelAgrio,26.22
1987-04-14,PasodeIndios,93
1987-04-15,Andacollo,38.99
1987-04-15,BajadaDelAgrio,25.66
1987-04-15,PasodeIndios,95
1987-04-16,Andacollo,37.38
1987-04-16,BajadaDelAgrio,25.2
1987-04-16,PasodeIndios,96
1987-04-17,Andacollo,37.51
1987-04-17,BajadaDelAgrio,26.68
1987-04-17,PasodeIndios,101
1987-04-18,Andacollo,38.65
1987-04-18,BajadaDelAgrio,26.81
1987-04-18,PasodeIndios,105
1987-04-19,Andacollo,39.87
1987-04-19,BajadaDelAgrio,26.81
1987-04-19,PasodeIndios,101
1987-04-20,Andacollo,40.55
1987-04-20,BajadaDelAgrio,26.81
1987-04-20,PasodeIndios,98
1987-04-21,Andacollo,39.46
1987-04-21,BajadaDelAgrio,26.81
1987-04-21,PasodeIndios,97
1987-04-22,Andacollo,38.25
1987-04-22,BajadaDelAgrio,26.78
1987-04-22,PasodeIndios,96
1987-04-23,Andacollo,37.31
1987-04-23,BajadaDelAgrio,26.34
1987-04-23,PasodeIndios,96
1987-04-24,Andacollo,36.99
1987-04-24,BajadaDelAgrio,28.35
1987-04-24,PasodeIndios,95
1987-04-25,Andacollo,35.88
1987-04-25,BajadaDelAgrio,27.9
1987-04-25,PasodeIndios,96
1987-04-26,Andacollo,34.98
1987-04-26,BajadaDelAgrio,28.64
1987-04-26,PasodeIndios,96
1987-04-27,Andacollo,34.66
1987-04-27,BajadaDelAgrio,27.95
1987-04-27,PasodeIndios,95
1987-04-28,Andacollo,34.1
1987-04-28,BajadaDelAgrio,27.92
1987-04-28,PasodeIndios,94
1987-04-29,Andacollo,34.85
1987-04-29,BajadaDelAgrio,26.93
1987-04-29,PasodeIndios,94
1987-04-30,Andacollo,34.66
1987-04-30,BajadaDelAgrio,26.81
1987-04-30,PasodeIndios,93
1987-05-01,Andacollo,34.1
1987-05-01,BajadaDelAgrio,26.81
1987-05-01,PasodeIndios,95
1987-05-02,Andacollo,35.37
1987-05-02,BajadaDelAgrio,26.84
1987-05-02,PasodeIndios,95
1987-05-03,Andacollo,36.86
1987-05-03,BajadaDelAgrio,27.8
1987-05-03,PasodeIndios,95
1987-05-04,Andacollo,36.14
1987-05-04,BajadaDelAgrio,26.93
1987-05-04,PasodeIndios,96
1987-05-05,Andacollo,36.6
1987-05-05,BajadaDelAgrio,27.25
1987-05-05,PasodeIndios,95
1987-05-06,Andacollo,49.63
1987-05-06,BajadaDelAgrio,33.83
1987-05-06,PasodeIndios,94
1987-05-07,Andacollo,78.45
1987-05-07,BajadaDelAgrio,37.56
1987-05-07,PasodeIndios,96
1987-05-08,Andacollo,54.33
