Anio,Mes,AEROPARQUE AERO,BUENOS AIRES OBSERVATORIO,DOLORES AERO,EZEIZA AERO,LA PLATA AERO,NUEVE DE JULIO
1966,5,7.62,7.449999999999999,11.68,12.56,7.48,11.125
1966,6,18.400000000000002,8.75,7.69,7.583333333333334,9.3,2.1125
1966,7,6.7375,7.377777777777778,8.564285714285715,5.5,7.15,20.17142857142857
1966,8,5.833333333333333,8.299999999999999,7.8999999999999995,4.333333333333333,10.5,1.5666666666666667
1966,9,4.166666666666667,6.766666666666667,19.3,7.933333333333334,11.25,30
1966,10,7.8875,7.96,7.7,10.875,7.7875000000000005,4.4714285714285715
1966,11,8.02,7.758333333333333,11.183333333333334,7.292307692307692,9.544444444444444,18.75
1966,12,11.208333333333334,9.683333333333334,13.608333333333334,7.87,8.583333333333334,14.323076923076922
1967,1,12.425,11.3125,2.9,10.357142857142858,10.814285714285715,8.8
1967,2,9.485714285714286,7.985714285714286,8.25,9.7,7.357142857142857,6.771428571428571
1967,3,16.48,19,3.942857142857143,13.18,11.028571428571428,12.975
1967,4,14.775,11.77,4.9,17.425,8.76,10.277777777777777
1967,5,5.79,5.9,6.866666666666666,6.963636363636364,5.7846153846153845,7.21
1967,6,6.277777777777778,7.2625,2.2800000000000002,7.857142857142857,10.8,5.75
1967,7,12.3,12.5375,7.3875,11.571428571428571,9.833333333333334,5.828571428571428
1967,8,12.122222222222222,12.97,7.1000000000000005,14.4375,13.925,4.75
1967,9,6.3999999999999995,8.01,10.518181818181818,11.88,9.97,23.87142857142857
1967,10,24.284615384615385,26.22142857142857,14.106666666666667,36.21,29.618181818181817,20.1625
1967,11,6.72,9.657142857142857,8.022222222222222,8.299999999999999,14.9875,16.125
1967,12,4.2,4.183333333333334,7.275,7.48,3.65,9.866666666666667
1968,1,6.011111111111111,4.677777777777778,26.74,4.628571428571429,4.1571428571428575,11.28
1968,2,9.911111111111111,8.61,10.7875,13.74,15.025,24.7
1968,3,10.525,8.6,8.485714285714286,11.18,14.85,8.025
1968,4,1.7000000000000002,1.6666666666666667,1.3666666666666667,2,1.2666666666666666,1.05
1968,5,4.466666666666667,4.133333333333334,5.375,6.366666666666667,4.775,4.466666666666667
1968,6,8.8125,9.675,1.6857142857142857,7.3375,6.8625,9.733333333333333
1968,7,5.985714285714286,4.58,2.95,7.314285714285714,6.4799999999999995,3.6500000000000004
1968,8,9.89,7.15,9.525,10.3,6.845454545454546,10.378571428571428
1968,9,3.15,3.14,5.6,5.2,5.2,6.92
1968,10,14.315384615384616,13.4,9.557142857142857,12.676923076923076,7.253846153846154,8.676923076923076
1968,11,13.612499999999999,16.457142857142856,11.383333333333333,19.642857142857142,20.614285714285714,13.825
1968,12,20.364285714285714,19.98,6.27,23.941666666666666,13.675,11.142857142857142
1969,1,15.6,11.533333333333333,10.416666666666666,17.1,13.25,16
1969,2,9.67142857142857,5.762499999999999,15.780000000000001,21.4,17.5,17.34285714285714
1969,3,20.233333333333334,20.085714285714285,37.65,22.619999999999997,24.4,16.97
1969,4,15.466666666666667,18.2,15.4,19.21666666666667,16.84,20.337500000000002
1969,5,25,21.61,3.95,31.8,29.014285714285716,14.085714285714285
1969,6,4.225,5.0625,3.6900000000000004,3.742857142857143,7.6625,6.628571428571428
1969,7,6.188888888888889,6.2125,5.681818181818182,6.475,13.05,14.299999999999999
1969,9,4.355555555555555,5.525,8.5,6.3500000000000005,5.7124999999999995,6.455555555555556
1969,10,6.5,8.200000000000001,9.633333333333333,6.271428571428571,7.1,17.150000000000002
1969,11,8.266666666666666,10.75,5.6,10.9,5.9125,15.469999999999999
1969,12,14.633333333333333,16.866666666666667,5.371428571428571,15.86,8.6,10.06
1970,1,21.6,11.218181818181819,8.35,6,8.511111111111111,15.4
1970,2,10.866666666666667,13.166666666666668,8.17,13.014285714285714,9.4,6.54
1970,3,8.977777777777778,12.088888888888889,14.342857142857143,9.209090909090909,10.244444444444445,17.9
1970,4,20.88,15.6625,21.28181818181818,21.45,12.04,5.9
1970,5,10.174999999999999,9.475,2.1333333333333333,12.583333333333334,2.925,2.7333333333333334
1970,6,3.4333333333333336,7.128571428571428,1.809090909090909,13,1.1111111111111112,2.06
1970,7,10.466666666666667,13.56,10.757142857142858,16.099999999999998,7.98,3.033333333333333
1970,8,18.3,19.45,6.55,8.88,12.42,NA
1970,9,10.471428571428572,12.4,14.483333333333334,10.814285714285715,11.15,17.4
1970,10,12.525,13.318181818181818,9.166666666666668,14.0125,17.55,9.53
1970,11,5.644444444444445,3.84,6.785714285714286,2.7444444444444445,3.5500000000000003,6.5777777777777775
1970,12,6.1,7.0625,4.77,8.5375,4.433333333333334,10.27
1971,1,16.008333333333333,22.592307692307692,19.614285714285714,18.83076923076923,13.563636363636364,21.46875
1971,2,19.92222222222222,26.655555555555555,16.99,17.38888888888889,13.411111111111111,15.725
1971,3,6.245454545454545,7,19.62,5.281818181818181,8.35,22.025
1971,4,8,5.75,3.511111111111111,6.877777777777778,4.775,12.577777777777778
1971,5,10.299999999999999,9.55,6.671428571428572,7.08,7.466666666666667,5.04
1971,6,5.955555555555556,6.477777777777778,3.63,6.055555555555555,5.172727272727273,2.8833333333333333
1971,7,8.144444444444444,10.122222222222222,6.325,7,10.442857142857143,28.599999999999998
1971,8,23.75,12.266666666666666,6.38,8.066666666666666,10.924999999999999,7.783333333333333
1971,9,11.681818181818182,11.616666666666667,10.25,8.533333333333333,11.361538461538462,6.199999999999999
1971,10,10.6,12.916666666666668,11.357142857142858,10.855555555555556,17.8,10.033333333333333
1971,11,6.642857142857143,5.625,5.233333333333333,3.1142857142857143,3.8333333333333335,5.766666666666667
1971,12,11.836363636363636,11.56,5.63,7.711111111111111,6.62,11.7
1972,1,8.375,5.9125000000000005,12.85,11.22,NA,12.3
1972,2,7.3,5.285714285714286,9.3,11.128571428571428,6.1625,8.225
1972,3,10.48,9.545454545454545,7.333333333333334,13.644444444444444,16.255555555555556,9.9
1972,4,8.433333333333334,9.033333333333333,6.95,6.2,5.775,10.4
1972,5,4.9125,3.63,5.87,2.941666666666667,5.311111111111111,2.488888888888889
1972,6,18.46,16.227272727272727,5.428571428571429,10.291666666666666,11.616666666666667,6.861538461538461
1972,7,10.14,8.014285714285714,6.6,24.175,5.825,5.866666666666667
1972,8,7.158333333333333,6.86923076923077,6.107692307692307,5.578571428571429,7.6230769230769235,4.433333333333334
1972,9,13.683333333333334,15.033333333333333,5.34,13.2375,18.366666666666667,18.65
1972,10,10.325000000000001,12.371428571428572,5.441666666666666,8.11111111111111,11.744444444444444,7.033333333333333
1972,11,8.36,16.883333333333333,10.514285714285714,11.6875,11.5875,8.6875
1972,12,11.866666666666667,14.58,20.175,11.618181818181817,11.222222222222223,11.291666666666666
1973,1,10,12.083333333333334,9.861538461538462,12.99090909090909,14.384615384615385,29.86
1973,2,16.7625,17.944444444444446,7.688888888888889,11.133333333333333,13.3875,31.877777777777776
1973,3,28.114285714285714,18.11111111111111,5.555555555555555,12.06,9.53,17.055555555555557
1973,4,9.308333333333334,9.446153846153846,9.9,13.036363636363635,11.808333333333334,15.67
1973,5,3.3333333333333335,3.25,6.18,2.916666666666667,1.7571428571428571,8.65
1973,6,8.941666666666666,9.723076923076924,6.136363636363636,12.23,9.2,9.572727272727272
1973,7,6.175,7.54,4.838461538461538,7.733333333333333,6.842857142857143,4.93
1973,8,0.7,1.05,3,2.4499999999999997,2.9,3.5
1973,9,0.9,0.5666666666666667,4.466666666666667,1.8,1.3666666666666667,5.675
1973,10,10.081818181818182,12.45,9.054545454545455,11.127272727272727,7.2153846153846155,15.991666666666667
1973,11,7.414285714285714,5.7,6.833333333333333,7.571428571428572,3.8142857142857145,9.428571428571429
1973,12,4.271428571428571,4.4125,6.833333333333334,4.811111111111111,3.46,12.842857142857142
1974,1,28.02,31.877777777777776,15.22,18.1,15.763636363636364,32.4375
1974,2,7.883333333333333,8.914285714285715,8.071428571428571,6.377777777777778,6.485714285714286,11.46
1974,3,13.975,16.8125,11.444444444444445,14.75,11.958333333333334,14.783333333333333
1974,4,3.1,5.266666666666667,6.366666666666666,1.6,3.933333333333333,3.9
1974,5,4.016666666666667,4.407142857142857,2.8000000000000003,4.2,4.18,11.39
1974,6,1.5714285714285714,1.9833333333333334,3.43,3.18,3.18,6.628571428571428
1974,7,12.285714285714285,10.975,6.042857142857143,7.1,10.885714285714286,5.257142857142857
1974,8,15.075,8.566666666666666,5.130769230769231,13.614285714285714,8.877777777777778,7.4625
1974,9,7.388888888888888,6.8999999999999995,3.4625,6.8,6.328571428571429,5.628571428571428
1974,10,9.733333333333333,8.675,6.314285714285715,7.8500000000000005,10.95,4.7
1974,11,5.828571428571428,6.325,7.741666666666666,5.316666666666666,5.914285714285715,7.2
1974,12,5.9375,5.6571428571428575,4.966666666666667,8.52,6.833333333333333,12.3
1975,1,18.560000000000002,12.371428571428572,8.02,4.0875,10.733333333333334,23.1
1975,2,24.97142857142857,26.75714285714286,12.84,17.537499999999998,19.1,26
1975,3,8.8875,11.02,12.033333333333333,11.411111111111111,7.95,42.03
1975,4,14.383333333333333,17.25,5.066666666666667,18.86,12.633333333333335,11.642857142857142
1975,5,13.066666666666666,15.666666666666668,13.360000000000001,17.075,17.4375,8.74
1975,6,8.35,8.183333333333334,13.342857142857143,10.257142857142858,8.557142857142857,19.650000000000002
1975,7,4.92,4.733333333333333,1.4714285714285713,3.85,4.816666666666666,1.15
1975,8,10.99,14.966666666666667,9.15,10.981818181818182,14.933333333333334,7.6
1975,9,11.314285714285715,12.028571428571428,4.9,8.12,6.214285714285714,7.14
1975,10,5.475,3.1833333333333336,10.425,5.925,4.233333333333333,16.5
1975,11,9.06,4.466666666666667,3.92,1.46,3.575,12.214285714285715
1975,12,7.5600000000000005,9.04,12.666666666666666,7.042857142857143,6.914285714285715,6.2
1976,1,28.583333333333332,21.12857142857143,13.42,13.827272727272728,11.44,7.988888888888889
1976,2,14.233333333333334,17.355555555555554,12.511111111111111,9.733333333333333,20.525,19.70909090909091
1976,3,10.4375,8.655555555555555,3.588888888888889,15.483333333333333,8.9125,14.82
1976,4,7.7,10.525,6.0625,10.722222222222221,9,16.37142857142857
1976,5,10.6625,3.9285714285714284,3.9,6.333333333333334,7.071428571428571,0.575
1976,6,10.64,14.18,10.2,15.4,12.06,7.02
1976,7,11.15,13.333333333333334,10.285714285714285,7.985714285714286,9.057142857142857,18.066666666666666
1976,8,8.175,9.983333333333333,5.490909090909091,6.33,6.23,6.866666666666666
1976,9,14.64,15.933333333333334,6.375,5.36,16.150000000000002,5.1
1976,10,16.48,17.2,15.175,17.42727272727273,17.092307692307692,12.125
1976,11,9.933333333333334,8.7,15.722222222222221,5.0200000000000005,12.144444444444444,9.122222222222222
1976,12,14.170588235294117,14.11875,8.884615384615385,11.985714285714286,12.506666666666666,14.333333333333334
1977,1,10.45,15.025,8.728571428571428,8.5375,10.1375,6.233333333333333
1977,2,19.292857142857144,18.393333333333334,16.66923076923077,17.383333333333333,22.66923076923077,15.445454545454545
1977,3,12.2125,10.3375,12.911111111111111,8.314285714285715,14.16,6.975
1977,4,8.033333333333333,8,8.22,2.75,12.433333333333334,10.1
1977,5,13.15,12.185714285714285,7.3875,11.25,20.45,3.7
1977,6,5.233333333333333,5.2125,3.428571428571429,6.166666666666667,9.116666666666667,2.425
1977,7,1.8,1.8083333333333333,2.577777777777778,3.7416666666666667,4.236363636363636,3.4
1977,8,9.483333333333334,10,8.299999999999999,9.166666666666666,10.120000000000001,6.133333333333334
1977,9,9.583333333333334,10.036363636363637,6.583333333333333,4.654545454545454,11.711111111111112,4.2
1977,10,10.512500000000001,12.95,9.333333333333334,9.918181818181818,11.461538461538462,7.827272727272727
1977,11,17.385714285714286,17.599999999999998,12.914285714285715,18.32857142857143,14.471428571428572,13.783333333333333
1977,12,8.625,5.5125,10.042857142857143,7.175000000000001,14.633333333333333,19.545454545454547
1978,1,14.827272727272728,17.1,13.2125,14.754545454545456,9.4125,16.48
1978,2,12.063636363636363,17.322222222222223,11.99090909090909,9.455555555555556,19.055555555555557,10.716666666666667
1978,3,13.9,12.830769230769231,13.34,14.99090909090909,14.59,15.575
1978,4,5.7,4.74,3.8,9.18,5.0600000000000005,6.4
1978,5,3.4499999999999997,2.625,7.344444444444445,4.483333333333333,5.84,6.714285714285714
1978,6,11.281818181818181,12.7,18.566666666666666,13.071428571428571,21.914285714285715,3.05
1978,7,14.707692307692307,13.992307692307692,10.726666666666667,11.013333333333334,16.90909090909091,8.766666666666667
1978,8,10.566666666666666,9.166666666666666,3.76,3.4,8,3.8000000000000003
1978,9,11.27,14.344444444444445,9.6625,13.84,11.155555555555557,27.75
1978,10,10.207142857142857,11.35,8.484615384615385,8.871428571428572,9.9,9.44375
1978,11,28.5,22.5375,5.3769230769230765,16.825,14.822222222222223,13.836363636363636
1978,12,10.471428571428572,10.928571428571429,6.65,6.55,5.566666666666666,10.3
1979,1,3.65,6.12,17.75,1.4666666666666666,9.533333333333333,12.1125
1979,2,8.9,10.15,10.525,6.1499999999999995,10.55,10.2
1979,3,19.55,15.3,8.8,11.52,12.125,7.99
1979,4,11.283333333333333,15.100000000000001,11.42,8.56,10.833333333333334,17.3
1979,5,5.625,4.56,3.9499999999999997,5.04,5.783333333333333,4.925
1979,6,2.933333333333333,3.125,2.8,3.8666666666666667,3.2,14.15
1979,7,7.522222222222222,8.12,2.8625000000000003,3.6714285714285717,2.05,4.875
1979,8,14.4,14.672727272727274,7.236363636363636,8.491666666666667,10.66,7.375
1979,9,3.94,7.283333333333333,4.7875,5.34,10.933333333333334,1.8333333333333335
1979,10,7.766666666666667,5.884615384615385,6.7,7.611111111111112,10.816666666666666,6.09
1979,11,16.22222222222222,14.322222222222223,11.514285714285714,12.2,10.377777777777778,9.47
1979,12,10.771428571428572,14.625,NA,15.375,17.366666666666667,20.771428571428572
1980,1,9.533333333333333,17.42,5.933333333333334,11.333333333333334,10.25,11.82
1980,2,13.471428571428572,13.362499999999999,4.6571428571428575,8.216666666666667,6.985714285714286,22.560000000000002
1980,3,20.15714285714286,17.3,11.466666666666667,19.1375,28.416666666666664,23.22
1980,4,11.866666666666667,13.6125,20.82142857142857,15.908333333333333,12.015384615384615,26.69333333333333
1980,5,9.381818181818183,10.323076923076924,13.43,14.309999999999999,18.933333333333334,5.290909090909091
1980,6,5.741666666666667,10.5,7.544444444444444,8.5,11.155555555555555,7.6
1980,7,13.083333333333334,15.433333333333334,13.9,17.916666666666664,13.366666666666667,14.925
1980,8,8.314285714285715,6.075,6.033333333333333,6.9375,8.85,2.62
1980,9,9.483333333333334,8.05,15.366666666666667,5.583333333333333,10.36,25.5
1980,10,9.4125,10.425,3.35,8.83,16.8,10.9
1980,11,18.711111111111112,17.355555555555554,17.02,12.67,17.7625,12.725
1980,12,9.542857142857143,11.442857142857143,10.02,9.975,6.6,6.866666666666666
1981,1,12.215384615384615,12.883333333333333,15.733333333333334,12.058333333333334,13.638461538461538,26.9
1981,2,11.983333333333334,10.757142857142858,16.266666666666666,14.5,15.571428571428571,25.15
1981,3,8.07,9.02,5.154545454545454,6.618181818181818,8.827272727272726,9.54
1981,4,4.35,5.988888888888889,1.575,3.4375,1.9666666666666666,21.75
1981,5,11.084615384615384,17.15,5.613333333333333,19.045454545454547,19.776923076923076,7.176923076923077
1981,6,6.62,9.542857142857143,2.5818181818181816,4.128571428571429,3.475,4.95
1981,7,5.6571428571428575,6.757142857142857,19.650000000000002,6.928571428571429,6.811111111111111,3.35
1981,8,5.466666666666667,4.825,5.8,7.633333333333334,21.1,0.7
1981,9,12.68,15.379999999999999,6.75,16.225,21.775,40.4
1981,10,10.333333333333334,13.56,4.916666666666667,13.85,6.571428571428571,7.3
1981,11,15.879999999999999,14.35,17.783333333333335,15.020000000000001,10.1875,8.325000000000001
1981,12,14.1,12.7,10.166666666666666,21.25,14.642857142857142,10.75
1982,1,5.74,5.142857142857143,16.216666666666665,11.15,6.15,18.02857142857143
1982,2,23.228571428571428,25.3,8.871428571428572,21.814285714285713,30.633333333333333,15.0375
1982,3,17.8,21.56,31.259999999999998,22.75,26.733333333333334,33.76
1982,4,8.35,5.7,5.614285714285715,5.6375,5.8,13.988888888888889
1982,5,11.428571428571429,12.257142857142856,12.65,20.15714285714286,10.9,16
1982,6,8.358333333333333,7.142857142857143,7.892307692307693,8.373333333333333,7.988235294117647,10.018181818181818
1982,7,5.541666666666667,6.5249999999999995,9.700000000000001,4.892857142857143,7.46,3.6750000000000003
1982,8,6.38,2.98,8.459999999999999,16.666666666666668,3.72,0.45
1982,9,18.30909090909091,23.22222222222222,15.25,20.433333333333334,17.083333333333332,15.2
1982,10,15.71111111111111,15.88888888888889,8.311111111111112,11.725,16.183333333333334,12.766666666666667
1982,11,3.7875,5.2444444444444445,2.55,4.85,3.92,4.83
1982,12,9.8375,11.049999999999999,7.47,10.8125,7.883333333333334,7.2749999999999995
1983,1,10.475,11.8375,7.214285714285714,10.875,5.82,7.2444444444444445
1983,2,8.1875,8.857142857142858,11.1125,7.757142857142857,4.583333333333333,36.81428571428572
1983,3,15.3,15.25,5.45,13.9,NA,7.377777777777777
1983,4,7.685714285714286,8.933333333333334,15.716666666666667,11.1,11.75,28.02
1983,5,3.6636363636363636,3.1166666666666667,15.219999999999999,3.17,4.21,13.17142857142857
1983,6,3.7166666666666663,5.6,3.88,5.3,5.733333333333333,1.875
1983,7,3.7666666666666666,3.933333333333333,6.633333333333334,2.875,3.9,2.3
1983,8,9.5,11.022222222222222,4.4,5.8,6.722222222222222,11.428571428571429
1983,9,8.2,11.299999999999999,14.016666666666666,12.383333333333333,18.62857142857143,3.5
1983,10,14.455555555555556,14.518181818181818,11.9,10.924999999999999,6.9071428571428575,12.26
1983,11,8.3625,9.8,3.7625,5.942857142857143,5.3125,6.9399999999999995
1983,12,16.08888888888889,18.688888888888886,22.6875,9.66,10.7,20.954545454545453
1984,1,18.33,24.933333333333334,16.87142857142857,24.325,16.375,9.7
1984,2,15.813333333333333,19.025,24.049999999999997,18.115384615384617,25.96,25.272727272727273
1984,3,6.966666666666667,12.633333333333335,2.5166666666666666,11.5875,13.855555555555556,10.99
1984,4,9.375,9.362499999999999,9.0625,4.644444444444445,6.35,13.94
1984,5,4.163636363636364,4.241666666666667,14.1,4.933333333333334,7.083333333333333,7.5
1984,6,5.8,9.67,8.714285714285714,6.5625,6.642857142857143,4.92
1984,7,10.38,11.016666666666667,8.1,5.96,6.185714285714286,3.433333333333333
1984,8,1.7166666666666668,5.140000000000001,11.433333333333334,2.96,3.6,3.575
1984,9,5.2,8.799999999999999,4.336363636363637,8.1625,7.866666666666666,8.48
1984,10,19.366666666666667,17.64,23.5375,28.0625,30.5625,5.644444444444445
1984,11,4.35,6.541666666666667,6.484615384615385,4.1,5.36,9.061538461538461
1984,12,8.75,7.722222222222222,9.975,7.155555555555556,4.888888888888889,5.1
1985,1,9.644444444444444,22.43,10.33,14,6.05,12.55
1985,2,12.033333333333333,11.133333333333333,4.533333333333333,9.780000000000001,4.86,10.966666666666667
1985,3,6.838461538461538,8.077777777777778,6.8,5.1,19.142857142857142,3.646153846153846
1985,4,13.99,11.627272727272727,9.56,11.69,6.611111111111111,12.022222222222222
1985,5,38.88,33.62,16.585714285714285,33.975,49.16,5.883333333333333
1985,6,6.942857142857143,12.975,4.463636363636364,5.55,6.866666666666666,0.23333333333333334
1985,7,11.4375,14.757142857142858,8.36,9.025,11.333333333333334,6.800000000000001
1985,8,1.74,2.118181818181818,3.9555555555555557,1.9444444444444444,3.4571428571428573,7.833333333333334
1985,9,5.6,9.1,9.05,7.522222222222222,9.42,19.366666666666667
1985,10,11.506666666666666,13.864285714285714,NA,15.908333333333333,22.445454545454545,10.20625
1985,11,17.966666666666665,22.445454545454545,21.706666666666667,23.644444444444442,18.06153846153846,26.34
1985,12,7.522222222222222,7.477777777777778,5.98,3.4222222222222225,3.083333333333333,4.475
1986,1,8.863636363636363,12.24,17.7875,9.025,12.12,22.88888888888889
1986,2,6.55,10.299999999999999,15.7,4.525,4.25,10.825
1986,3,8.28888888888889,7.5777777777777775,5.6,4.875,11.333333333333334,11.69
1986,4,14.7,16.745454545454546,12.879999999999999,19.833333333333332,15.355555555555556,12.027272727272727
1986,5,20.36,9.709999999999999,2.066666666666667,7.5,10.21111111111111,4.375
1986,6,10.32,10,6.111111111111111,13.283333333333333,8.185714285714285,1.5999999999999999
1986,7,11.866666666666667,9.85,2.325,6.3999999999999995,15.066666666666666,0.4
1986,8,11.961538461538462,7.692857142857143,5.161538461538462,6.32,8.642857142857142,7.085714285714286
1986,9,7.6625000000000005,7.9222222222222225,13.411111111111111,7.1000000000000005,7.45,20.825
1986,10,16.8,17.60909090909091,7.554545454545455,15.545454545454545,13.866666666666667,19.3
1986,11,15.781818181818181,19.78,14.522222222222222,13.776923076923076,17.833333333333332,16.191666666666666
1986,12,5.975,5.844444444444445,3.75,11.114285714285714,5.38,6.2875
1987,1,5.1125,8.455555555555556,8.22,8.933333333333334,9.325,16.266666666666666
1987,2,15.5,14.36,NA,15.48,12.59,29.844444444444445
1987,3,13.841666666666667,19.025,13.38888888888889,11.209090909090909,18.636363636363637,22.29090909090909
1987,4,12.120000000000001,8.11111111111111,16.18,10.1375,10.96,17.06
1987,5,5.566666666666666,10.4,14.5,4.866666666666666,5.8,7.766666666666667
1987,6,4,0.2,0.8,0.6,0.35,5.35
1987,7,12.0625,7.372727272727272,6.3999999999999995,9.07,6.154545454545454,8.50909090909091
1987,8,6.322222222222222,10.5375,4.4,4.3125,7.771428571428571,3.1142857142857143
1987,9,6.142857142857142,9.033333333333333,5.133333333333334,5.42,7.45,5.566666666666666
1987,10,11.72,12.98,16.228571428571428,8.971428571428572,15.181818181818182,8.414285714285715
1987,11,11.959999999999999,12.59,7.144444444444444,13.058333333333334,9.454545454545455,24.0375
1987,12,7.964285714285714,6.183333333333334,14,5.55,9.32,8.45
1988,1,8.457142857142857,10.025,NA,6.366666666666667,19.414285714285715,10.842857142857143
1988,2,10.211111111111112,16.214285714285715,9.175,6.0125,7.8999999999999995,5.7
1988,3,33.142857142857146,39.71666666666667,9.4,38.575,23.06153846153846,25.9
1988,4,3.45,1.7888888888888888,8.36,2.4571428571428573,10.95,5.8125
